"word","frequency","level"
"runny",0,12
"runoff",4,12
"runs",39,12
"runway",1,12
"rupert",0,12
"rupture",1,12
"rural",23,12
"rush",24,12
"rushed",13,12
"rushes",5,12
"rushing",7,12
"russ",0,12
"russel",0,12
"russell",3,12
"russia",39,12
"russia's",3,12
"russian",38,12
"russians",15,12
"rust",4,12
"rusted",2,12
"rustic",1,12
"rusting",2,12
"rustle",1,12
"rustled",0,12
"rustling",2,12
"rusty",4,12
"ruth",6,12
"rutherford",3,12
"ruthless",2,12
"ruts",1,12
"ryan",0,12
"rye",4,12
"s",12,12
"sabbath",1,12
"sac",5,12
"sacajawea",0,12
"sack",5,12
"sacks",2,12
"sacramento",1,12
"sacred",16,12
"sacrifice",12,12
"sacrificed",3,12
"sacrifices",5,12
"sacs",2,12
"sad",15,12
"saddened",1,12
"sadder",0,12
"saddest",1,12
"saddle",11,12
"saddled",1,12
"saddles",3,12
"sadie",0,12
"sadly",4,12
"sadness",6,12
"safe",57,12
"safeguard",4,12
"safeguards",1,12
"safely",25,12
"safer",9,12
"safest",1,12
"safety",60,12
"sag",0,12
"sage",1,12
"sagebrush",0,12
"sagged",0,12
"sagging",1,12
"sahara",9,12
"said",537,12
"sail",22,12
"sailboat",0,12
"sailboats",0,12
"sailed",22,12
"sailing",20,12
"sailor",4,12
"sailors",23,12
"sails",8,12
"saint",12,12
"saints",4,12
"sake",13,12
"sal",1,12
"salad",2,12
"salamanders",2,12
"salaries",9,12
"salary",15,12
"sale",54,12
"salem",4,12
"sales",55,12
"salesman",3,12
"salespeople",4,12
"salesperson",9,12
"saliva",10,12
"salivary",1,12
"sally",8,12
"sally's",0,12
"salmon",4,12
"saloon",1,12
"salt",65,12
"salted",1,12
"salts",10,12
"saltwater",1,12
"salty",2,12
"salutation",2,12
"salute",3,12
"salvage",2,12
"salvation",4,12
"sam",10,12
"sam's",0,12
"same",925,12
"sammy",0,12
"samoa",1,12
"sample",31,12
"sampled",0,12
"samples",16,12
"sampling",3,12
"samson",1,12
"samuel",15,12
"samurai",4,12
"san",0,12
"sanantonio",2,12
"sanchez",0,12
"sancho",1,12
"sanctuary",3,12
"sand",71,12
"sandals",1,12
"sanders",0,12
"sandiego",1,12
"sandpaper",0,12
"sandra",0,12
"sands",6,12
"sandstone",5,12
"sandwich",4,12
"sandwiches",3,12
"sandy",10,12
"sane",0,12
"sanfrancisco",18,12
"sang",9,12
"sanitary",3,12
"sanitation",5,12
"sanjuan",0,12
"sank",8,12
"santa",8,12
"santafe",0,12
"santiago",1,12
"santo",2,12
"sap",2,12
"sapiens",2,12
"saplings",0,12
"sara",1,12
"sara's",0,12
"sarah",8,12
"sarah's",0,12
"sardines",0,12
"sash",1,12
"sat",63,12
"satan",1,12
"satellite",15,12
"satellites",22,12
"satin",2,12
"satire",1,12
"satisfaction",32,12
"satisfactorily",1,12
"satisfactory",16,12
"satisfied",31,12
"satisfies",2,12
"satisfy",21,12
"satisfying",9,12
"saturated",8,12
"saturday",15,12
"saturdays",1,12
"saturn",7,12
"sauce",1,12
"saucer",2,12
"saucers",0,12
"saudi",1,12
"saul",2,12
"sausage",1,12
"sausages",0,12
"savage",9,12
"savagely",1,12
"savages",3,12
"savanna",1,12
"savannah",1,12
"save",83,12
"saved",33,12
"saves",5,12
"saving",18,12
"savings",30,12
"saw",230,12
"sawdust",1,12
"sawed",1,12
"sawing",1,12
"sawmill",1,12
"saws",2,12
"sawyer",1,12
"saxons",2,12
"say",343,12
"saying",74,12
"sayings",0,12
"says",79,12
"scaffold",2,12
"scale",55,12
"scales",17,12
"scalp",4,12
"scaly",2,12
"scampered",0,12
"scan",2,12
"scandal",5,12
"scandinavia",5,12
"scandinavian",3,12
"scanned",1,12
"scanning",5,12
"scant",2,12
"scanty",2,12
"scar",2,12
"scarce",20,12
"scarcely",19,12
"scarcity",5,12
"scare",1,12
"scarecrow",0,12
"scared",2,12
"scarf",1,12
"scaring",0,12
"scarlet",9,12
"scarred",4,12
"scars",3,12
"scary",0,12
"scatter",3,12
"scattered",35,12
"scattering",3,12
"scenario",0,12
"scene",41,12
"scenery",3,12
"scenes",12,12
"scent",6,12
"scented",2,12
"scents",2,12
"schedule",25,12
"scheduled",10,12
"schedules",3,12
"scheduling",0,12
"scheme",12,12
"schemes",7,12
"schmidt",0,12
"scholar",8,12
"scholarly",1,12
"scholars",23,12
"scholarship",3,12
"scholastic",1,12
"school",375,12
"school's",3,12
"schoolboy",0,12
"schoolhouse",1,12
"schooling",7,12
"schoolmaster",3,12
"schoolroom",1,12
"schools",120,12
"schoolteacher",1,12
"schoolwork",1,12
"schoolyard",0,12
"schooner",0,12
"schultz",0,12
"science",145,12
"sciences",8,12
"scientific",92,12
"scientifically",3,12
"scientist",52,12
"scientists",203,12
"scissors",2,12
"scoffed",0,12
"scold",0,12
"scolded",1,12
"scolding",0,12
"scoop",1,12
"scooped",1,12
"scooter",0,12
"scope",7,12
"scorched",2,12
"scorching",1,12
"score",18,12
"scored",4,12
"scores",20,12
"scoring",2,12
"scorn",2,12
"scorned",1,12
"scornfully",0,12
"scorpion",0,12
"scotch",3,12
"scotia",2,12
"scotland",15,12
"scott",14,12
"scott's",1,12
"scottish",7,12
"scotty",0,12
"scoured",1,12
"scouring",1,12
"scout",6,12
"scouts",6,12
"scowled",0,12
"scramble",2,12
"scrambled",1,12
"scrambling",1,12
"scrap",7,12
"scrapbook",0,12
"scrape",4,12
"scraped",4,12
"scrapes",0,12
"scraping",3,12
"scraps",7,12
"scratch",9,12
"scratched",5,12
"scratches",3,12
"scratching",3,12
"scrawny",0,12
"scream",5,12
"screamed",3,12
"screaming",6,12
"screams",2,12
"screech",0,12
"screeched",0,12
"screeching",0,12
"screen",50,12
"screened",1,12
"screening",1,12
"screens",8,12
"screw",5,12
"screwdriver",1,12
"screwed",1,12
"screws",2,12
"scribes",2,12
"script",2,12
"scroll",1,12
"scrolls",1,12
"scrooge",1,12
"scrub",2,12
"scrubbed",1,12
"scrubbing",1,12
"scrutiny",1,12
"scuba",0,12
"sculptor",2,12
"sculpture",4,12
"sculptures",1,12
"scum",0,12
"scurried",0,12
"scurry",0,12
"scurrying",0,12
"sea",250,12
"seacoast",2,12
"seafaring",1,12
"seafood",2,12
"seal",15,12
"sealed",14,12
"sealing",1,12
"seals",6,12
"seam",3,12
"seaman",1,12
"seamen",3,12
"seams",3,12
"seaport",2,12
"search",73,12
"searched",12,12
"searches",2,12
"searching",17,12
"sears",1,12
"seas",30,12
"seashells",0,12
"seashore",2,12
"season",61,12
"seasonal",7,12
"seasoned",2,12
"seasons",20,12
"seat",48,12
"seated",17,12
"seating",2,12
"seats",24,12
"seattle",2,12
"seawater",3,12
"seaweed",2,12
"sebastian",2,12
"secession",1,12
"seclusion",1,12
"second",391,12
"second-hand",0,12
"secondary",32,12
"secondhand",0,12
"secondly",4,12
"seconds",34,12
"secrecy",4,12
"secret",38,12
"secretaries",5,12
"secretary",35,12
"secrete",2,12
"secreted",3,12
"secretion",1,12
"secretly",8,12
"secrets",6,12
"section",157,12
"sectional",2,12
"sections",54,12
"sector",3,12
"sectors",0,12
"secular",1,12
"secure",27,12
"secured",13,12
"securely",4,12
"securing",3,12
"securities",3,12
"security",45,12
"sedan",0,12
"sediment",5,12
"sedimentary",6,12
"sediments",5,12
"see",788,12
"seed",22,12
"seedling",2,12
"seedlings",5,12
"seeds",42,12
"seeing",54,12
"seek",45,12
"seekers",1,12
"seeking",36,12
"seeks",4,12
"seem",151,12
"seemed",198,12
"seeming",3,12
"seemingly",11,12
"seems",121,12
"seen",262,12
"seep",0,12
"seeped",1,12
"seeps",0,12
"sees",18,12
"seesaw",0,12
"segment",5,12
"segments",5,12
"segregated",3,12
"segregation",9,12
"seize",12,12
"seized",20,12
"seizing",3,12
"seizure",3,12
"seizures",0,12
"seldom",46,12
"select",50,12
"selected",41,12
"selecting",16,12
"selection",48,12
"selections",6,12
"selective",5,12
"selects",3,12
"self",15,12
"self-concept",2,12
"self-confidence",3,12
"self-conscious",1,12
"self-control",2,12
"self-defense",0,12
"self-esteem",2,12
"self-evident",2,12
"self-government",2,12
"self-help",0,12
"self-image",2,12
"self-interest",2,12
"self-made",1,12
"self-respect",2,12
"self-sufficient",4,12
"selfish",4,12
"selfishness",2,12
"sell",79,12
"seller",17,12
"sellers",7,12
"selling",41,12
"sells",7,12
"selves",1,12
"semantic",1,12
"semester",1,12
"semiarid",1,12
"semicircle",1,12
"semicolon",1,12
"senate",23,12
"senator",19,12
"senators",5,12
"send",82,12
"sender",1,12
"sending",29,12
"sends",15,12
"seneca",2,12
"senior",14,12
"seniority",0,12
"seniors",2,12
"senor",0,12
"senora",0,12
"sensation",12,12
"sensational",2,12
"sensations",7,12
"sense",179,12
"sensed",3,12
"senseless",2,12
"senses",33,12
"sensible",8,12
"sensibly",2,12
"sensing",2,12
"sensitive",26,12
"sensitivity",4,12
"sensors",0,12
"sensory",8,12
"sent",187,12
"sentence",126,12
"sentenced",4,12
"sentences",69,12
"sentiment",4,12
"sentimental",1,12
"sentiments",2,12
"sentinel",1,12
"sentry",0,12
"separate",139,12
"separated",54,12
"separately",17,12
"separates",8,12
"separating",10,12
"separation",20,12
"september",28,12
"sequence",32,12
"sequences",1,12
"sequential",0,12
"sequoia",0,12
"serena",0,12
"serene",3,12
"serenity",1,12
"serfs",6,12
"sergeant",4,12
"serial",0,12
"series",117,12
"serious",101,12
"seriously",27,12
"seriousness",2,12
"sermon",2,12
"sermons",1,12
"serpent",4,12
"serpents",1,12
"serpico",2,12
"serum",0,12
"servant",10,12
"servants",18,12
"serve",89,12
"served",64,12
"serves",27,12
"service",192,12
"services",137,12
"serving",17,12
"servings",1,12
"session",12,12
"sessions",7,12
"set",451,12
"seth",0,12
"sets",49,12
"setting",76,12
"settings",5,12
"settle",40,12
"settled",73,12
"settlement",29,12
"settlements",25,12
"settler",0,12
"settlers",63,12
"settles",3,12
"settling",13,12
"setup",1,12
"seven",101,12
"seventeen",11,12
"seventeenth",18,12
"seventh",7,12
"seventies",0,12
"seventy",9,12
"seventy-five",3,12
"seventy-two",1,12
"several",467,12
"severe",41,12
"severed",1,12
"severely",11,12
"severity",1,12
"sew",1,12
"sewage",14,12
"sewed",2,12
"sewer",2,12
"sewers",3,12
"sewing",10,12
"sewn",1,12
"sex",47,12
"sexes",4,12
"sexual",27,12
"sexuality",0,12
"sexually",4,12
"seymour",0,12
"shabby",2,12
"shack",0,12
"shacks",1,12
"shade",16,12
"shaded",1,12
"shades",7,12
"shading",1,12
"shadow",26,12
"shadowed",0,12
"shadows",12,12
"shadowy",2,12
"shady",2,12
"shaft",13,12
"shafts",4,12
"shaggy",3,12
"shake",10,12
"shaken",6,12
"shaker",0,12
"shakes",2,12
"shakespeare",13,12
"shakespeare's",3,12
"shaking",10,12
"shaky",1,12
"shale",3,12
"shall",145,12
"shallow",27,12
"shallows",2,12
"shalt",2,12
"sham",0,12
"shame",6,12
"shampoo",2,12
"shan't",0,12
"shane",0,12
"shape",122,12
"shaped",29,12
"shapeless",1,12
"shapes",28,12
"shaping",7,12
"share",89,12
"shared",33,12
"shares",15,12
"sharing",17,12
"shark",5,12
"sharks",7,12
"sharon",0,12
"sharp",45,12
"sharpen",2,12
"sharpened",4,12
"sharpening",2,12
"sharper",3,12
"sharply",19,12
"shatter",1,12
"shattered",8,12
"shattering",0,12
"shave",0,12
"shaved",1,12
"shaving",1,12
"shavings",0,12
"shaw",1,12
"shawl",1,12
"she",1313,12
"she'd",4,12
"she'll",2,12
"she's",4,12
"shearing",1,12
"shears",2,12
"sheath",1,12
"shed",11,12
"shedding",0,12
"sheds",3,12
"sheen",1,12
"sheep",39,12
"sheep's",1,12
"sheepskin",0,12
"sheer",9,12
"sheet",81,12
"sheets",35,12
"sheila",0,12
"shelby",0,12
"shelf",14,12
"shell",27,12
"shelled",0,12
"shelley",2,12
"shellfish",5,12
"shells",24,12
"shelter",37,12
"sheltered",5,12
"sheltering",1,12
"shelters",6,12
"shelves",15,12
"shep",0,12
"shepard",1,12
"shepherd",2,12
"shepherds",3,12
"sheriff",4,12
"sherlock",3,12
"sherman",4,12
"sherry",0,12
"shield",14,12
"shielded",1,12
"shielding",0,12
"shields",9,12
"shift",29,12
"shifted",7,12
"shifting",16,12
"shifts",7,12
"shilling",1,12
"shillings",0,12
"shimmering",1,12
"shin",0,12
"shine",5,12
"shines",2,12
"shingles",1,12
"shining",17,12
"shiny",10,12
"ship",110,12
"ship's",9,12
"shipbuilding",3,12
"shipment",6,12
"shipments",2,12
"shipped",15,12
"shipping",16,12
"ships",115,12
"shipwrecked",0,12
"shipyards",1,12
"shirley",2,12
"shirt",14,12
"shirts",9,12
"shiver",1,12
"shivered",1,12
"shivering",1,12
"shlemiel",0,12
"shoals",0,12
"shock",24,12
"shocked",10,12
"shocking",4,12
"shocks",3,12
"shoe",12,12
"shoelaces",0,12
"shoemaker",1,12
"shoemakers",1,12
"shoes",40,12
"shone",7,12
"shoo",0,12
"shook",13,12
"shoot",17,12
"shooting",17,12
"shoots",2,12
"shop",44,12
"shopkeeper",0,12
"shopkeepers",0,12
"shopped",0,12
"shoppers",1,12
"shopping",16,12
"shops",30,12
"shore",38,12
"shoreline",3,12
"shores",16,12
"short",252,12
"short-lived",3,12
"short-term",6,12
"shortage",13,12
"shortages",5,12
"shortcomings",2,12
"shortcut",0,12
"shorten",3,12
"shortened",5,12
"shorter",23,12
"shortest",3,12
"shorthand",4,12
"shortly",29,12
"shortness",1,12
"shorts",1,12
"shorty",0,12
"shot",35,12
"shotgun",2,12
"shots",7,12
"should",955,12
"shoulder",27,12
"shouldered",0,12
"shoulders",32,12
"shouldn't",5,12
"shout",7,12
"shouted",10,12
"shouting",9,12
"shouts",4,12
"shove",0,12
"shoved",1,12
"shovel",0,12
"shovels",1,12
"shoving",1,12
"show",277,12
"showed",90,12
"shower",5,12
"showered",1,12
"showers",3,12
"showing",48,12
"shown",244,12
"shows",189,12
"shrank",0,12
"shredded",1,12
"shrew",1,12
"shrewd",3,12
"shriek",2,12
"shrieked",1,12
"shrieking",1,12
"shrill",3,12
"shrimp",3,12
"shrine",3,12
"shrines",3,12
"shrink",8,12
"shrinkage",2,12
"shrinking",3,12
"shrinks",2,12
"shrub",1,12
"shrubs",9,12
"shrug",0,12
"shrugged",3,12
"shrunk",1,12
"shudder",0,12
"shuddered",1,12
"shuffle",1,12
"shuffled",0,12
"shuffling",1,12
"shut",24,12
"shuts",0,12
"shutter",1,12
"shutters",1,12
"shutting",1,12
"shuttle",11,12
"shy",11,12
"shyly",1,12
"shyness",1,12
"si",1,12
"siberia",6,12
"siberian",1,12
"siblings",0,12
"sicily",4,12
"sick",34,12
"sickening",1,12
"sickle",2,12
"sickly",1,12
"sickness",14,12
"sid",0,12
"side",349,12
"sided",1,12
"sides",94,12
"sidewalk",6,12
"sidewalks",4,12
"sideways",5,12
"siding",2,12
"sidney",3,12
"siebren",0,12
"siege",7,12
"siegfried",0,12
"sierra",5,12
"sieve",0,12
"sigh",2,12
"sighed",3,12
"sighing",0,12
"sighs",1,12
"sight",69,12
"sighted",4,12
"sighting",0,12
"sightings",1,12
"sights",8,12
"sign",72,12
"signal",46,12
"signaled",2,12
"signaling",2,12
"signals",45,12
"signature",9,12
"signatures",1,12
"signed",30,12
"significance",12,12
"significant",35,12
"significantly",4,12
"signifies",1,12
"signing",5,12
"signs",57,12
"silas",1,12
"silence",28,12
"silenced",1,12
"silent",35,12
"silently",7,12
"silica",1,12
"silicon",5,12
"silk",29,12
"silks",4,12
"silky",0,12
"sill",1,12
"silly",9,12
"silt",3,12
"silver",68,12
"silversmith",0,12
"silverware",0,12
"silvery",2,12
"similar",200,12
"similarities",11,12
"similarity",3,12
"similarly",28,12
"simile",3,12
"simon",7,12
"simon's",0,12
"simple",209,12
"simpler",12,12
"simplest",23,12
"simplicity",8,12
"simplified",7,12
"simplify",1,12
"simply",167,12
"simpson",1,12
"simulated",1,12
"simultaneous",1,12
"simultaneously",7,12
"sin",4,12
"sinai",2,12
"since",546,12
"sincere",8,12
"sincerely",4,12
"sinful",1,12
"sing",10,12
"singapore",0,12
"singer",3,12
"singers",2,12
"singing",12,12
"single",208,12
"single-celled",1,12
"singled",1,12
"singly",2,12
"sings",0,12
"singular",14,12
"sinister",2,12
"sink",14,12
"sinking",8,12
"sinks",4,12
"sinners",1,12
"sins",2,12
"sioux",6,12
"sip",0,12
"sipped",0,12
"sipping",0,12
"sir",50,12
"sire",0,12
"siren",2,12
"sirens",1,12
"sirius",0,12
"sister",32,12
"sister's",2,12
"sisters",18,12
"sit",49,12
"site",36,12
"sites",16,12
"sits",8,12
"sitter",0,12
"sitting",50,12
"situated",8,12
"situation",117,12
"situations",45,12
"six",182,12
"six-year-old",1,12
"sixteen",22,12
"sixteenth",11,12
"sixth",10,12
"sixties",0,12
"sixty",18,12
"sixty-five",3,12
"sizable",3,12
"size",226,12
"sizes",31,12
"sizzling",0,12
"skate",0,12
"skateboard",0,12
"skated",0,12
"skater",0,12
"skaters",0,12
"skates",1,12
"skating",2,12
"skeletal",6,12
"skeleton",21,12
"skeletons",6,12
"skeptical",1,12
"sketch",8,12
"sketched",2,12
"sketches",4,12
"sketching",0,12
"ski",2,12
"skidded",0,12
"skiers",0,12
"skies",8,12
"skiing",3,12
"skill",69,12
"skilled",33,12
"skillful",12,12
"skillfully",2,12
"skills",89,12
"skim",4,12
"skimmed",1,12
"skimming",1,12
"skin",113,12
"skinned",0,12
"skinner",1,12
"skinny",3,12
"skins",16,12
"skip",6,12
"skipped",1,12
"skipper",0,12
"skipping",2,12
"skirt",6,12
"skirts",3,12
"skis",1,12
"skull",17,12
"skulls",2,12
"skunk",0,12
"skunks",1,12
"sky",75,12
"skylab",0,12
"skyscraper",0,12
"skyscrapers",0,12
"skyward",1,12
"slab",4,12
"slabs",7,12
"slack",3,12
"slacks",1,12
"slain",2,12
"slam",0,12
"slammed",1,12
"slamming",0,12
"slang",8,12
"slant",2,12
"slanted",2,12
"slanting",4,12
"slap",1,12
"slapped",1,12
"slapping",0,12
"slash",1,12
"slashed",0,12
"slate",2,12
"slater",0,12
"slaughter",4,12
"slaughtered",2,12
"slave",47,12
"slavery",42,12
"slaves",59,12
"slavs",4,12
"slay",0,12
"sled",4,12
"sledge",0,12
"sleds",1,12
"sleek",3,12
"sleep",57,12
"sleepers",2,12
"sleepily",0,12
"sleeping",23,12
"sleeps",0,12
"sleepy",5,12
"sleet",3,12
"sleeve",5,12
"sleeves",5,12
"sleigh",1,12
"slender",17,12
"slept",10,12
"slice",4,12
"sliced",2,12
"slices",0,12
"slicing",0,12
"slick",1,12
"slid",9,12
"slide",18,12
"slides",4,12
"sliding",8,12
"slight",34,12
"slightest",9,12
"slightly",65,12
"slim",5,12
"slime",1,12
"slimy",2,12
"sling",1,12
"slip",22,12
"slipped",10,12
"slipper",0,12
"slippers",2,12
"slippery",7,12
"slipping",4,12
"slips",5,12
"slit",2,12
"slits",4,12
"slogan",4,12
"slogans",1,12
"slope",28,12
"sloped",1,12
"slopes",22,12
"sloping",7,12
"sloppy",0,12
"slot",4,12
"slough",0,12
"slow",81,12
"slow-moving",1,12
"slowed",9,12
"slower",10,12
"slowest",1,12
"slowing",4,12
"slowly",127,12
"slowness",1,12
"slows",8,12
"sludge",0,12
"sluggish",3,12
"slum",2,12
"slumped",2,12
"slums",3,12
"slung",1,12
"slush",1,12
"sly",0,12
"smack",0,12
"small",752,12
"smaller",131,12
"smallest",34,12
"smallpox",14,12
"smart",7,12
"smarter",1,12
"smartest",0,12
"smartly",1,12
"smash",3,12
"smashed",4,12
"smashing",2,12
"smear",1,12
"smeared",1,12
"smell",38,12
"smelled",4,12
"smelling",2,12
"smells",8,12
"smelly",0,12
"smelt",0,12
"smile",33,12
"smiled",11,12
"smiles",2,12
"smiley",3,12
"smiling",11,12
"smith",25,12
"smith's",1,12
"smithsonian",1,12
"smog",5,12
"smoke",73,12
"smoked",10,12
"smoker",1,12
"smokers",3,12
"smokestacks",2,12
"smokey",0,12
"smoking",21,12
"smoky",3,12
"smooth",60,12
"smoothed",2,12
"smoother",1,12
"smoothing",0,12
"smoothly",14,12
"smoothness",1,12
"smothered",1,12
"smudge",0,12
"smuggled",1,12
"smuggling",1,12
"snack",2,12
"snacks",1,12
"snail",0,12
"snail's",0,12
"snails",3,12
"snake",10,12
"snake's",0,12
"snakes",11,12
"snap",3,12
"snapped",6,12
"snapping",2,12
"snaps",0,12
"snarl",0,12
"snarled",0,12
"snarling",0,12
"snatch",0,12
"snatched",3,12
"sneak",0,12
"sneaked",1,12
"sneakers",1,12
"sneaking",0,12
"sneered",0,12
"sneeze",0,12
"sneezed",0,12
"sneezing",0,12
"sniff",1,12
"sniffed",1,12
"sniffing",1,12
"snoopy",0,12
"snoring",0,12
"snort",0,12
"snorted",1,12
"snorting",0,12
"snout",1,12
"snow",72,12
"snow-covered",2,12
"snow-white",0,12
"snowball",0,12
"snowballs",0,12
"snowed",0,12
"snowfall",1,12
"snowflakes",1,12
"snowing",0,12
"snowman",0,12
"snows",2,12
"snowshoe",0,12
"snowshoes",0,12
"snowstorm",0,12
"snowy",5,12
"snuff",1,12
"snug",2,12
"snuggled",0,12
"snugly",0,12
"so",1910,12
"so-called",22,12
"soak",3,12
"soaked",4,12
"soaking",2,12
"soaks",0,12
"soap",16,12
"soaps",2,12
"soar",1,12
"soared",2,12
"soaring",3,12
"sob",0,12
"sobbed",0,12
"sobbing",1,12
"sober",5,12
"soberly",1,12
"sobs",0,12
"soccer",5,12
"social",175,12
"socialism",4,12
"socialist",3,12
"socialists",1,12
"socialization",0,12
"socialized",0,12
"socially",4,12
"societal",0,12
"societies",25,12
"society",156,12
"society's",5,12
"socioeconomic",0,12
"sociological",0,12
"sociologist",1,12
"sociologists",0,12
"sociology",1,12
"sock",0,12
"socket",0,12
"sockets",2,12
"socks",2,12
"socrates",2,12
"sod",2,12
"soda",9,12
"sodium",28,12
"sofa",2,12
"soft",99,12
"softball",0,12
"soften",2,12
"softened",2,12
"softening",3,12
"softer",6,12
"softly",6,12
"softness",1,12
"software",1,12
"soggy",1,12
"soil",161,12
"soiled",4,12
"soils",11,12
"solar",38,12
"sold",94,12
"solder",1,12
"soldier",16,12
"soldier's",0,12
"soldiers",69,12
"sole",16,12
"solely",8,12
"solemn",7,12
"solemnly",3,12
"soles",4,12
"solid",100,12
"solidified",1,12
"solidly",3,12
"solids",11,12
"solitary",8,12
"solitude",4,12
"solo",1,12
"solomon",4,12
"solubility",0,12
"soluble",5,12
"solute",1,12
"solution",99,12
"solutions",27,12
"solve",52,12
"solved",20,12
"solvent",9,12
"solvents",2,12
"solves",2,12
"solving",16,12
"somber",2,12
"some",2340,12
"somebody",9,12
"somebody's",0,12
"someday",11,12
"somehow",27,12
"someone",143,12
"someone's",5,12
"someplace",0,12
"somersaults",0,12
"somethin'",0,12
"something",365,12
"something's",0,12
"sometime",11,12
"sometimes",439,12
"somewhat",73,12
"somewhere",35,12
"son",91,12
"son's",3,12
"sonar",3,12
"song",18,12
"songs",18,12
"sonia",0,12
"sonny",0,12
"sons",22,12
"soon",279,12
"sooner",19,12
"soot",4,12
"soothe",0,12
"soothing",1,12
"sophia",1,12
"sophie",1,12
"sophisticated",10,12
"sophomore",0,12
"sore",6,12
"sores",1,12
"sorrow",6,12
"sorrowful",1,12
"sorrows",1,12
"sorry",8,12
"sort",86,12
"sorted",5,12
"sorting",4,12
"sorts",18,12
"sought",38,12
"soul",26,12
"souls",8,12
"sound",178,12
"sounded",10,12
"sounding",1,12
"soundly",1,12
"sounds",82,12
"soup",7,12
"sour",8,12
"source",163,12
"sources",101,12
"south",276,12
"southeast",19,12
"southeastern",10,12
"southern",108,12
"southerners",3,12
"southward",12,12
"southwest",18,12
"southwestern",7,12
"sovereign",3,12
"sovereignty",2,12
"soviet",58,12
"soviets",4,12
"sow",1,12
"sox",1,12
"soybean",0,12
"soybeans",1,12
"space",280,12
"spacecraft",12,12
"spaced",10,12
"spaces",31,12
"spaceship",8,12
"spaceships",2,12
"spacing",4,12
"spacious",3,12
"spade",0,12
"spaghetti",1,12
"spain",63,12
"span",18,12
"spaniards",11,12
"spaniel",0,12
"spanish",77,12
"spanish-american",2,12
"spanish-speaking",0,12
"spanking",0,12
"spanned",2,12
"spans",3,12
"spare",14,12
"spared",4,12
"sparingly",1,12
"spark",9,12
"sparked",1,12
"sparkle",0,12
"sparkled",1,12
"sparkling",6,12
"sparks",6,12
"sparrow",1,12
"sparrows",2,12
"sparse",1,12
"sparsely",1,12
"sparta",2,12
"spartan",1,12
"spat",0,12
"spatial",1,12
"speak",117,12
"speaker",42,12
"speaker's",6,12
"speakers",16,12
"speaking",74,12
"speaks",8,12
"spear",4,12
"spears",5,12
"special",352,12
"specialist",7,12
"specialists",10,12
"specialization",1,12
"specialize",10,12
"specialized",32,12
"specializes",1,12
"specializing",2,12
"specially",11,12
"specialties",0,12
"specialty",4,12
"species",115,12
"specific",131,12
"specifically",10,12
"specifications",4,12
"specified",18,12
"specifies",1,12
"specify",4,12
"specifying",0,12
"specimen",4,12
"specimens",9,12
"speck",4,12
"speckled",1,12
"specks",1,12
"spectacle",4,12
"spectacles",4,12
"spectacular",11,12
"spectator",1,12
"spectators",7,12
"spectrum",14,12
"speculate",1,12
"speculated",2,12
"speculation",5,12
"speculative",1,12
"speculators",1,12
"sped",2,12
"speech",107,12
"speeches",13,12
"speechless",0,12
"speed",160,12
"speeded",4,12
"speedily",0,12
"speeding",6,12
"speeds",25,12
"speedy",2,12
"spell",19,12
"spelled",5,12
"speller",0,12
"spelling",16,12
"spells",5,12
"spencer",0,12
"spend",87,12
"spending",28,12
"spends",9,12
"spent",111,12
"sperm",24,12
"sphere",13,12
"spheres",2,12
"spherical",2,12
"spice",2,12
"spices",9,12
"spicy",1,12
"spider",6,12
"spider's",0,12
"spiders",4,12
"spied",1,12
"spies",2,12
"spike",1,12
"spiked",1,12
"spikes",1,12
"spill",2,12
"spilled",4,12
"spilling",3,12
"spills",2,12
"spin",12,12
"spinach",2,12
"spinal",12,12
"spindle",3,12
"spindles",1,12
"spine",8,12
"spines",2,12
"spinning",18,12
"spins",3,12
"spiral",6,12
"spirals",1,12
"spirit",59,12
"spirited",1,12
"spirits",18,12
"spiritual",13,12
"spit",1,12
"spite",37,12
"spitting",0,12
"splash",3,12
"splashed",2,12
"splashes",0,12
"splashing",1,12
"splendid",10,12
"splendor",3,12
"splint",0,12
"splinter",1,12
"splintered",0,12
"splinters",1,12
"split",37,12
"splits",2,12
"splitting",5,12
"spoil",6,12
"spoiled",5,12
"spoiling",2,12
"spoils",5,12
"spoke",60,12
"spoken",40,12
"spokes",1,12
"spokesman",1,12
"sponge",9,12
"sponges",6,12
"spongy",2,12
"sponsor",2,12
"sponsored",5,12
"sponsors",1,12
"spontaneous",6,12
"spontaneously",1,12
"spooky",0,12
"spool",0,12
"spools",1,12
"spoon",6,12
"spoonful",0,12
"spoons",2,12
"spore",0,12
"spores",3,12
"sport",14,12
"sporting",6,12
"sports",51,12
"spot",58,12
"spotless",1,12
"spotlight",1,12
"spots",19,12
"spotted",7,12
"spotty",1,12
"spouse",7,12
"spout",1,12
"sprang",8,12
"sprawled",2,12
"sprawling",2,12
"spray",12,12
"sprayed",5,12
"spraying",2,12
"sprays",4,12
"spread",122,12
"spreading",19,12
"spreads",10,12
"spring",108,12
"springfield",1,12
"springing",1,12
"springs",14,12
"springtime",2,12
"springy",0,12
"sprinkle",0,12
"sprinkled",3,12
"sprinkling",1,12
"sprout",0,12
"sprouted",0,12
"sprouting",0,12
"sprouts",0,12
"spruce",6,12
"spruces",0,12
"sprung",5,12
"spun",8,12
"spur",2,12
"spurred",4,12
